language_no	predicate_no	verb	X	Y	locus	valency_pattern	sentence	glosses_en	back_translation_en	comms	glosses_ru	back_translation_ru	verb_original_orthography	sentence_original_orthography
59	65	kod-	NOM	gec	Y	NOM_gec								
59	66	kə̑ral-	NOM	ACC	TR	TR								
59	67	üpš-	NOM	dono	Y	NOM_dono								
59	68	vanž-	NOM	ACC	TR	TR								
59	69	mə̑r-	NOM	ACC	TR	TR								
59	70	sir-	NOM	ACC	TR	TR								
59	71	jü-	NOM	ACC	TR	TR								
59	72	šə̈rät-	NOM	ACC	TR	TR								
59	73	jar-	NOM	DAT	Y	NOM_DAT								
59	74	kod-	NOM	ACC	TR	TR								
59	75	leved-	NOM	ACC	TR	TR								
59	76	äšt-	NOM	ACC	TR	TR								
59	77	palš-	NOM	DAT	Y	NOM_DAT								
59	78	ə̑ngə̑l-	NOM	ACC	TR	TR								
59	79	värešt-	NOM	ILL	Y	NOM_ILL								
59	80	pə̑cked-ält-	NOM	dono	Y	NOM_dono								
59	81	piž-	NOM	LAT	Y	NOM_LAT								
59	82	mad-ə̑n kolt-	NOM	DAT	Y	NOM_DAT								
59	83	susu li-	NOM	DAT	Y	NOM_DAT								
59	84	šajə̑št-	NOM	dono	Y	NOM_dono								
59	85	ə̈št-	NOM	ACC	TR	TR								
59	86	kenvact-	NOM	ACC	TR	TR								
59	87	vujlat-	NOM	dono	Y	NOM_dono								
59	88	skučaj-	NOM	gec	Y	NOM_gec								
59	89	keä	NOM	pastek	Y	NOM_pastek								
59	90	val-	NOM	gec	Y	NOM_gec								
59	91	kolə̑tšt-	NOM	ACC	TR	TR								
59	92	kolə̑št-	NOM	ACC	TR	TR								
59	93	kol-	NOM	ACC	TR	TR								
59	94	jarl-alt-	NOM	dono	Y	NOM_dono								
59	95	anž-	NOM	veke	Y	NOM_veke								
59	96	kə̑daš-	NOM	ACC	TR	TR								
59	97	omə̑n-eš kaj-	DAT	NOM	X	DAT_NOM								
59	98	jaral li-	NOM	dono	Y	NOM_dono								
59	99	soredäl-	*	*	*									
59	100	stoj-	NOM	ACC	TR	TR								
59	101	lü-	NOM	veke	Y	NOM_veke								
59	102	opt-	NOM	ACC	TR	TR								
59	103	jamd-	NOM	ACC	TR	TR								
59	104	val-en ke-	NOM	ILL	Y	NOM_ILL								
59	105	pušt-	NOM	ACC	TR	TR								
59	106	seväl-	NOM	ACC	TR	TR								
59	107	šə̑pšal-	NOM	ACC	TR	TR								
59	108	lə̑d-	NOM	ACC	TR	TR								
59	109	tärvätə̈l-	NOM	ACC	TR	TR								
59	110	šoteš pišt-	NOM	ACC	TR	TR								
59	111	jə̈rn-	NOM	gec	Y	NOM_gec								
59	112	kogoešn-	NOM	dono	Y	NOM_dono								
59	113	jarat-en šə̈nd-	NOM	ACC	TR	TR								
59	114	dover'aj-	NOM	DAT	Y	NOM_DAT								
59	115	žäläj-	NOM	ACC	TR	TR								
59	116	tə̈rə̈n' anž-	NOM	veke	Y	NOM_veke								
59	117	šə̈dešk-	NOM	veke	Y	NOM_veke								
59	118	ör-	NOM	DAT	Y	NOM_DAT								
59	119	jarat-	NOM	ACC	TR	TR								
59	120	*	*	*	*									
59	121	*	*	*	*									
59	122	šə̈dešk-	NOM	veke	Y	NOM_veke								
59	123	orlan-	NOM	veke	Y	NOM_veke								
59	124	orlan-dar-	NOM	ACC	TR	TR								
59	125	cüdej-	NOM	DAT	Y	NOM_DAT								
59	126	*	*	*	*									
59	127	ojxə̑r-	NOM	gisan	Y	NOM_gisan								
59	128	*	*	*	*									
59	129	*	*	*	*									
59	130	šeklän-	NOM	gec	Y	NOM_gec								
54	1	s'ɛr'ɛd'-	GEN	NOM	X	GEN_NOM								
54	2	s'ɛr'ɛd'-	NOM	IN/marxta	Y	NOM_IN/marxta								
54	3	pel'-	NOM	ABL/ezda	Y	NOM_ABL/ezda								
54	4	jorda-	NOM	GEN~NOM	TR	TR								
54	5	sat-	GEN	NOM	X	GEN_NOM								
54	6	paxožaj	NOM	lanks	Y	NOM_lanks								
54	7	ver'anda-	NOM	DAT	Y	NOM_DAT								
54	8	s'ɛv-	NOM	GEN~NOM	TR	TR								
54	9	n'ɛj-	NOM	GEN~NOM	TR	TR								
54	10	*	*	*	*									
54	11	karšə vast-	NOM	marxta	Y	NOM_marxta								
54	12	suva-	NOM	LAT/DAT	Y	NOM_LAT/DAT								
54	13	nal̥kə-	NOM	GEN~NOM	TR	TR								
54	14	l'is'-	NOM	EL/ezda	Y	NOM_EL/ezda								
54	15	pan'-	NOM	GEN~NOM	TR	TR								
54	16	mɛnd'-	NOM	GEN~NOM	TR	TR								
54	17	mɛr'g-	NOM	DAT	Y	NOM_DAT								
54	18	kird'-	NOM	GEN~NOM	TR	TR								
54	19	sat-	NOM	GEN~NOM	TR	TR								
54	20	pot'a-	NOM	GEN~NOM	TR	TR								
54	21	pačkəd'-	NOM	ILL/DAT	Y	NOM_ILL/DAT								
54	22	n'ežəčn'ə-	NOM	ILL/DAT	Y	NOM_ILL/DAT								
54	23	t'ur'-	NOM	marxta	Y	NOM_marxta								
54	24	lad'a-	NOM	marxta	Y	NOM_marxta								
54	25	dumanda-	NOM	kolga	Y	NOM_kolga								
54	26	sev-	NOM	GEN~NOM	TR	TR								
54	27	žar'ənda-	NOM	GEN~NOM	TR	TR								
54	28	uč-	NOM	GEN~NOM	TR	TR								
54	29	juksta-	NOM	GEN~NOM	TR	TR								
54	30	zavis'anda-	NOM	EL/ezda	Y	NOM_EL/ezda								
54	31	t'erd'-	NOM	GEN~NOM	TR	TR								
54	32	znakomanda-	NOM	marxta	Y	NOM_marxta								
54	33	soda-	NOM	GEN~NOM	TR	TR								
54	34	mora-	NOM	IN/marxta	Y	NOM_IN/marxta								
54	35	kɛš-	NOM	ABL/ezda	Y	NOM_ABL/ezda								
54	36	t'i-	NOM	GEN~NOM	TR	TR								
54	37	rax-	NOM	lanksa	Y	NOM_lanksa								
54	38	ul'-	GEN	NOM	X	GEN_NOM								
54	39	viš-	NOM	GEN~NOM	TR	TR								
54	40	ar̥t-	NOM	GEN~NOM	TR	TR								
54	41	susk-	NOM	GEN~NOM	TR	TR								
54	42	*	*	*	*									
54	43	kunda-	NOM	GEN~NOM	TR	TR								
54	44	s'ind'ə-	NOM	GEN~NOM	TR	TR								
54	45	*	*	*	*									
54	46	kel'g-	NOM	GEN~NOM	TR	TR								
54	47	jafijə-	NOM	IN/marxta	Y	NOM_IN/marxta								
54	48	*	*	*	*									
54	49	šta-	NOM	GEN~NOM	TR	TR								
54	50	šča-	NOM	GEN~NOM	TR	TR								
54	51	mɛr'g-	DAT	NOM(NO.AGR)	XY	DAT_NOM(NO.AGR)								
54	52	*	*	*	*									
54	53	vər'gɛt'-	NOM	lanks	Y	NOM_lanks								
54	54	pɛškəd'-	NOM	ABL/ezda	Y	NOM_ABL/ezda								
54	55	mu-	NOM	GEN~NOM	TR	TR								
54	56	af sat-	DAT	NOM	X	DAT_NOM								
54	57	NEG + n'ɛj-	NOM	GEN~NOM	TR	TR								
54	58	mɛl'-əzə-	*	*	*									
54	59	er'av-	DAT	NOM	X	DAT_NOM								
54	60	kruža-	NOM	GEN~NOM	TR	TR								
54	61	lad'-	GEN	NOM	X	GEN_NOM								
54	62	atveča-	NOM	DAT	Y	NOM_DAT								
54	63	pan'ž-	NOM	GEN~NOM	TR	TR								
54	64	l'ijɛ	NOM	ABL/ezda	Y	NOM_ABL/ezda								
54	65	lad'-	NOM	ABL/ezda	Y	NOM_ABL/ezda								
54	66	soka-	NOM	GEN~NOM	TR	TR								
54	67	*	*	*	*									
54	68	jota-	NOM	GEN~NOM	TR	TR								
54	69	mora-	NOM	GEN~NOM	TR	TR								
54	70	s'ormad'-	NOM	GEN~NOM	TR	TR								
54	71	s'imə-	NOM	GEN~NOM	TR	TR								
54	72	šɛn'a-ft-	NOM	GEN~NOM	TR	TR								
54	73	lad'a-	NOM	DAT	Y	NOM_DAT								
54	74	kad-	NOM	GEN~NOM	TR	TR								
54	75	aca-	NOM	GEN~NOM	TR	TR								
54	76	mɛl'aft-	NOM	GEN~NOM	TR	TR								
54	77	l'ezd'-	NOM	DAT	Y	NOM_DAT								
54	78	šar̥'kəd'-	NOM	GEN~NOM	TR	TR								
54	79	pov-	NOM	ILL/DAT	Y	NOM_ILL/DAT								
54	80	kerə-v-	NOM	IN/marxta	Y	NOM_IN/marxta								
54	81	ped'-	NOM	ILL/DAT	Y	NOM_ILL/DAT								
54	82	*	*	*	*									
54	83	ken'ɛr'd'-	NOM	ILL/DAT	Y	NOM_ILL/DAT								
54	84	kor̥-n'-	NOM	marxta	Y	NOM_marxta								
54	85	šač-	NOM	GEN~NOM	TR	TR								
54	86	pra-ft-	NOM	GEN~NOM	TR	TR								
54	87	azərənda-	NOM	lanksa	Y	NOM_lanksa								
54	88	skučənda-	NOM	DAT	Y	NOM_DAT								
54	89	*	*	*	*									
54	90	valg-	NOM	lanksta	Y	NOM_lanksta								
54	91	kul̥cənd-	NOM	GEN~NOM	TR	TR								
54	92	kul̥cənd-	NOM	GEN~NOM	TR	TR								
54	93	kul'-	NOM	GEN~NOM	TR	TR								
54	94	šor'a-v-	NOM	marxta	Y	NOM_marxta								
54	95	van-	NOM	lanks	Y	NOM_lanks								
54	96	kaja-	NOM	GEN~NOM	TR	TR								
54	97	n'ɛj- onсtənzə	NOM	GEN~NOM	TR	TR								
54	98	soglas'ənda-	NOM	marxta	Y	NOM_marxta								
54	99	kɛžija-	NOM	marxta	Y	NOM_marxta								
54	100	*	*	*	*									
54	101	l'ɛc'-	NOM	lanks	Y	NOM_lanks								
54	102	kaja-	NOM	GEN~NOM	TR	TR								
54	103	juma-ft-	NOM	GEN~NOM	TR	TR								
54	104	vaja-	NOM	ILL/DAT	Y	NOM_ILL/DAT								
54	105	šav-	NOM	GEN~NOM	TR	TR								
54	106	kaja-	NOM	GEN~NOM	TR	TR								
54	107	pala-	NOM	GEN~NOM	TR	TR								
54	108	luv-	NOM	GEN~NOM	TR	TR								
54	109	šer'ft'-	NOM	GEN~NOM	TR	TR								
54	110	uvažanda-	NOM	GEN~NOM	TR	TR								
54	111	n'il'gəd'-	NOM	ABL/ezda	Y	NOM_ABL/ezda								
54	112	davol'naj	NOM	ezda	Y	NOM_ezda								
54	113	*	*	*	*									
54	114	nad'ija-	NOM	lanks	Y	NOM_lanks								
54	115	užɛl'də-	NOM	GEN~NOM	TR	TR								
54	116	s'elməd'-	NOM	lanks	Y	NOM_lanks								
54	117	kɛžija-	NOM	lanks	Y	NOM_lanks								
54	118	d'ivanda-	NOM	ILL/DAT	Y	NOM_ILL/DAT								
54	119	kel'g-	NOM	GEN~NOM	TR	TR								
54	120	*	*	*	*									
54	121	*	*	*	*									
54	122	kɛžija-fn' 	NOM	lanks	Y	NOM_lanks								
54	123	obža-v-	NOM	lanks	Y	NOM_lanks								
54	124	kɛžija-ftə-	NOM	GEN~NOM	TR	TR								
54	125	d'ivanda-f	NOM	IN/marxta	Y	NOM_IN/marxta								
54	126	pr'ez'iranda-	NOM	GEN~NOM	TR	TR								
54	127	*	*	*	*									
54	128	kɛžija-fn'-	NOM	lanks	Y	NOM_lanks								
54	129	*	*	*	*									
54	130	vizd'-	NOM	GEN~NOM	TR	TR								
35	1	риссын 	DAT	NOM	X	DAT_NOM								
35	2	рынчын уæвын 	NOM	ABL	Y	NOM_ABL								
35	3	тæрсын 	NOM	ABL	Y	NOM_ABL								
35	4	фехсын	NOM	GEN~NOM	TR	TR								
35	5	æххæст уæвын 	NOM	ABL	Y	NOM_ABL								
35	6	хуызæн уæвын*	*	*	*									
35	7	æууæндын 	NOM	SUPER	Y	NOM_SUPER								
35	8	райсын	NOM	GEN~NOM	TR	TR								
35	9	уынын	NOM	GEN~NOM	TR	TR								
35	10	фæзынын 	NOM	SUPER	Y	NOM_SUPER								
35	11	фембæлын 	NOM	SUPER	Y	NOM_SUPER								
35	12	æрбахизын 	NOM	ALL	Y	NOM_ALL								
35	13	рамбулын	NOM	GEN~NOM	TR	TR								
35	14	рахизын 	NOM	ABL	Y	NOM_ABL								
35	15	тæрын	NOM	GEN~NOM	TR	TR								
35	16	æркъæдз кæнын	NOM	GEN~NOM	TR	TR								
35	17	зæгъын 	NOM	DAT	Y	NOM_DAT								
35	18	хӕцын 	NOM	SUPER	Y	NOM_SUPER								
35	19	баййафын	NOM	GEN~NOM	TR	TR								
35	20	æрдуцын	NOM	GEN~NOM	TR	TR								
35	21	бахæццæ уæвын 	NOM	ALL	Y	NOM_ALL								
35	22	бандзæвын 	NOM	ALL	Y	NOM_ALL								
35	23	хыл кæнын 	NOM	COM	Y	NOM_COM								
35	24	хæларæй цæрын 	NOM	COM	Y	NOM_COM								
35	25	хъуыды кæнын 	NOM	SUPER	Y	NOM_SUPER								
35	26	бахæрын	NOM	GEN~NOM	TR	TR								
35	27	сфизонæг кæнын	NOM	GEN~NOM	TR	TR								
35	28	æнхъæлмæ кæсын 	NOM	ALL	Y	NOM_ALL								
35	29	ферох кæнын	NOM	GEN~NOM	TR	TR								
35	30	баст уӕвын 	NOM	COM	Y	NOM_COM								
35	31	фæдзурын 	NOM	ALL	Y	NOM_ALL								
35	32	базонгæ кæнын 	NOM	COM	Y	NOM_COM								
35	33	зонын	NOM	GEN~NOM	TR	TR								
35	34	цæгъдын 	NOM	SUPER	Y	NOM_SUPER								
35	35	æмбæхсын 	NOM	ABL	Y	NOM_ABL								
35	36	саразын	NOM	GEN~NOM	TR	TR								
35	37	хынджылæг кæнын 	NOM	ABL	Y	NOM_ABL								
35	38	уæвын 	ALL	NOM	X	ALL_NOM								
35	39	агурын	NOM	GEN~NOM	TR	TR								
35	40	сахорын	NOM	GEN~NOM	TR	TR								
35	41	фæхæцын 	NOM	SUPER	Y	NOM_SUPER								
35	42	фӕцух уӕвын 	NOM	ABL	Y	NOM_ABL								
35	43	ахсын	NOM	GEN~NOM	TR	TR								
35	44	асæттын	NOM	GEN~NOM	TR	TR								
35	45	зæрдæлхæнæн ныхæстæ кӕнын 	NOM	DAT	Y	NOM_DAT								
35	46	уарзын	NOM	GEN~NOM	TR	TR								
35	47	тилын 	NOM	ABL	Y	NOM_ABL								
35	48	бæллын 	NOM	ALL	Y	NOM_ALL								
35	49	ныхсын	NOM	GEN~NOM	TR	TR								
35	50	скæнын	NOM	GEN~NOM	TR	TR								
35	51	хуыйнын	NOM	NOM(NO.AGR)	Y	NOM_NOM(NO.AGR)								
35	52	бафхæрын	NOM	GEN~NOM	TR	TR								
35	53	балæбурын 	NOM	ALL	Y	NOM_ALL								
35	54	байдзаг уæвын 	NOM	ABL	Y	NOM_ABL								
35	55	ссарын	NOM	GEN~NOM	TR	TR								
35	56	NEG_фаг кæнын 	DAT	NOM	X	DAT_NOM								
35	57	йӕ сӕфт уынын 	NOM	ABL	Y	NOM_ABL								
35	58	йæ зæрдæмæ цæуын 	DAT	NOM	X	DAT_NOM								
35	59	хъæуын*	*	*	*									
35	60	*	*	*	*									
35	61	баззайын 	ALL	NOM	X	ALL_NOM								
35	62	дзуапп раттын 	NOM	DAT	Y	NOM_DAT								
35	63	байгом кæнын	NOM	GEN~NOM	TR	TR								
35	64	хицæн кæнын 	NOM	ABL	Y	NOM_ABL								
35	65	фæсте аззайын	NOM	ABL	Y	NOM_ABL								
35	66	хуым кæнын	NOM	GEN~NOM	TR	TR								
35	67	тӕф кӕнын 	NOM	ABL	Y	NOM_ABL								
35	68	ахизын 	NOM	sarty	Y	NOM_sarty								
35	69	азарын	NOM	GEN~NOM	TR	TR								
35	70	ныффыссын	NOM	GEN~NOM	TR	TR								
35	71	бануазын	NOM	GEN~NOM	TR	TR								
35	72	стайын кæнын	NOM	GEN~NOM	TR	TR								
35	73	сфидауын	NOM	SUPER	Y	NOM_SUPER								
35	74	ныууадзын	NOM	GEN~NOM	TR	TR								
35	75	æмбæрзын	NOM	GEN~NOM	TR	TR								
35	76	хъуыды кæнын	NOM	GEN~NOM	TR	TR								
35	77	аххуыс кæнын 	NOM	DAT	Y	NOM_DAT								
35	78	æмбарын	NOM	GEN~NOM	TR	TR								
35	79	суайын 	NOM	SUPER	Y	NOM_SUPER								
35	80	хи алыг кæнын 	NOM	ABL	Y	NOM_ABL								
35	81	баныхæсын 	NOM	SUPER	Y	NOM_SUPER								
35	82	фӕхӕрд уӕвын 	NOM	DAT	Y	NOM_DAT								
35	83	бацин кæнын 	NOM	SUPER	Y	NOM_SUPER								
35	84	ныхас кæнын 	NOM	COM	Y	NOM_COM								
35	85	ныййарын	NOM	GEN~NOM	TR	TR								
35	86	ахауын	DAT	NOM	X	DAT_NOM								
35	87	*	*	*	*									
35	88	мысын 	NOM	GEN~NOM	TR	TR								
35	89	цæуын 	NOM	fasta	Y	NOM_fasta								
35	90	æрхизын 	NOM	ABL	Y	NOM_ABL								
35	91	хъусын* 	*	*	*									
35	92	хъусын*	*	*	*									
35	93	хъусын 	NOM	ALL	Y	NOM_ALL								
35	94	схӕццӕ уӕвын 	NOM	COM	Y	NOM_COM								
35	95	кæсын 	NOM	ALL	Y	NOM_ALL								
35	96	раласын	NOM	GEN~NOM	TR	TR								
35	97	йӕ фыны уынын	NOM	GEN~NOM	TR	TR								
35	98	сразы уæвын 	NOM	COM	Y	NOM_COM								
35	99	фæхыл уæвын 	NOM	COM	Y	NOM_COM								
35	100	кӕнын	NOM	GEN~NOM	TR	TR								
35	101	фехсын*	*	*	*									
35	102	æркæнын	NOM	GEN~NOM	TR	TR								
35	103	фесафын	NOM	GEN~NOM	TR	TR								
35	104	аныгъуылын	NOM	INESS	Y	NOM_INESS								
35	105	амарын	NOM	GEN~NOM	TR	TR								
35	106	ныццæвын	NOM	GEN~NOM	TR	TR								
35	107	апъа кæнын 	NOM	DAT	Y	NOM_DAT								
35	108	бакæсын	NOM	GEN~NOM	TR	TR								
35	109	базмæлын кӕнын	NOM	GEN~NOM	TR	TR								
35	110	аргъ кæнын 	NOM	DAT	Y	NOM_DAT								
35	111	æлгъ кæнын 	NOM	ALL	Y	NOM_ALL								
35	112	разы уæвын 	NOM	ABL	Y	NOM_ABL								
35	113	бауарзын*	*	*	*									
35	114	æууæндын* 	*	*	*									
35	115	тæригъæд кæнын 	NOM	DAT	Y	NOM_DAT								
35	116	хæлæг кӕнын 	NOM	ALL	Y	NOM_ALL								
35	117	мæсты кæнын 	*	*	*									
35	118	бадис кæнын 	NOM	SUPER	Y	NOM_SUPER								
35	119	уарзын*	*	*	*									
35	120	йӕ мондӕгтӕ исын 	NOM	ABL	Y	NOM_ABL								
35	121	хъæуын	GEN	NOM	X	GEN_NOM								
35	122	мæсты кæнын 	NOM	ALL	Y	NOM_ALL								
35	123	фæтæргай уæвын 	NOM	SUPER	Y	NOM_SUPER								
35	124	фенкъард кæнын	NOM	GEN~NOM	TR	TR								
35	125	бадис кæнын*	*	*	*									
35	126	йæ сæрмæ нæ хæссын	NOM	GEN~NOM	TR	TR								
35	127	рамæсты кæнын 	NOM	tyxxaj	Y	NOM_tyxxaj								
35	128	мæсты кæнын*	*	*	*									
35	129	йæ зæрдæмæ цæуын*	*	*	*									
35	130	ӕфсӕрмы кӕнын 	NOM	ABL	Y	NOM_ABL								
39	1	a durea	ACC	NOM	X	ACC_NOM								
39	2	a avea	NOM	ACC	TR	TR								
39	3	a fi frică	DAT	de	XY	DAT_de								
39	4	a arunca	NOM	ACC	TR	TR								
39	5	a fi destul	*	*	*									
39	6	a semănă	NOM	cu	Y	NOM_cu								
39	7	a avea încredere	*	*	*									
39	8	a lua	NOM	ACC	TR	TR								
39	9	a vedea	NOM	ACC	TR	TR								
39	10	a influența	NOM	ACC	TR	TR								
39	11	a se întâlni	NOM	cu	Y	NOM_cu								
39	12	a intra	NOM	in	Y	NOM_in								
39	13	a învinge	NOM	ACC	TR	TR								
39	14	a ieși	NOM	din	Y	NOM_din								
39	15	a paște	NOM	ACC	TR	TR								
39	16	a îndoi	NOM	ACC	TR	TR								
39	17	a spune	NOM	DAT	Y	NOM_DAT								
39	18	a ține	NOM	ACC	TR	TR								
39	19	a prinde … din urmă	NOM	ACC	TR	TR								
39	20	a mulge	NOM	ACC	TR	TR								
39	21	a ajunge	NOM	la	Y	NOM_la								
39	22	a atinge	NOM	ACC	TR	TR								
39	23	a se bate	NOM	cu	Y	NOM_cu								
39	24	a fi prieten	NOM	cu	Y	NOM_cu								
39	25	a se gândi	NOM	la	Y	NOM_la								
39	26	a mânca	NOM	ACC	TR	TR								
39	27	a prăji	NOM	ACC	TR	TR								
39	28	a aștepta 	NOM	ACC	TR	TR								
39	29	a uita	NOM	ACC	TR	TR								
39	30	a fi înfluențat	NOM	de	Y	NOM_de								
39	31	a chema	NOM	ACC	TR	TR								
39	32	a se întâlni	NOM	cu	Y	NOM_cu								
39	33	a știe	NOM	ACC	TR	TR								
39	34	a cânta	NOM	la	Y	NOM_la								
39	35	a evita	NOM	ACC	TR	TR								
39	36	a fabrica	NOM	ACC	TR	TR								
39	37	a-și bate joc	NOM	de	Y	NOM_de								
39	38	a avea	NOM	ACC	TR	TR								
39	39	a căuta	NOM	ACC	TR	TR								
39	40	a vopsi 	NOM	ACC	TR	TR								
39	41	a mușca 	NOM	ACC	TR	TR								
39	42	a pierde	NOM	ACC	TR	TR								
39	43	a încerca să prindă 	*	*	*									
39	44	a rupe	NOM	ACC	TR	TR								
39	45	a linguși	NOM	ACC	TR	TR								
39	46	a iubi	NOM	ACC	TR	TR								
39	47	a flutura	NOM	din	Y	NOM_din								
39	48	a visa	NOM	la	Y	NOM_la								
39	49	a spăla	NOM	ACC	TR	TR								
39	50	a lua … pe sine	NOM	ACC	TR	TR								
39	51	a se numi	NOM	NOM(NO.AGR)	Y	NOM_NOM(NO.AGR)								
39	52	a pedepsi	NOM	ACC	TR	TR								
39	53	a ataca	NOM	ACC	TR	TR								
39	54	a fi umplut	NOM	cu	Y	NOM_cu								
39	55	a găsi	NOM	ACC	TR	TR								
39	56	a lipsi	DAT	NOM	X	DAT_NOM								
39	57	a urî	NOM	ACC	TR	TR								
39	58	a plăcea	DAT	NOM	X	DAT_NOM								
39	59	a avea nevoie	*	*	*									
39	60	a înconjura	NOM	ACC	TR	TR								
39	61	a rămâne	DAT	NOM	X	DAT_NOM								
39	62	a răspunde	NOM	DAT	Y	NOM_DAT								
39	63	a deschide	NOM	ACC	TR	TR								
39	64	a fi diferit	NOM	de	Y	NOM_de								
39	65	a rămâne 	*	*	*									
39	66	a ara	NOM	ACC	TR	TR								
39	67	a mirosi	NOM	a	Y	NOM_a								
39	68	a traversa	NOM	ACC	TR	TR								
39	69	a cânta	NOM	ACC	TR	TR								
39	70	a scrie	NOM	ACC	TR	TR								
39	71	a bea	NOM	ACC	TR	TR								
39	72	a topi	NOM	ACC	TR	TR								
39	73	a se potrivi	NOM	cu	Y	NOM_cu								
39	74	a părăsi	NOM	ACC	TR	TR								
39	75	a acoperi	NOM	ACC	TR	TR								
39	76	a aminti	NOM	ACC	TR	TR								
39	77	a ajuta	NOM	ACC	TR	TR								
39	78	a înțelege	NOM	ACC	TR	TR								
39	79	a lovi	NOM	ACC	TR	TR								
39	80	a se taie	NOM	cu	Y	NOM_cu								
39	81	a se lipi	NOM	de	Y	NOM_de								
39	82	a pierde	NOM	in.fata	Y	NOM_in.fata								
39	83	a fi fericit	NOM	gratie	Y	NOM_gratie								
39	84	a vorbi	NOM	cu	Y	NOM_cu								
39	85	a năște	NOM	ACC	TR	TR								
39	86	a scăpa 	NOM	ACC	TR	TR								
39	87	a conduce	NOM	ACC	TR	TR								
39	88	a fi dor	DAT	de	XY	DAT_de								
39	89	a urma	NOM	ACC	TR	TR								
39	90	a descăleca	*	*	*									
39	91	a asculta	NOM	la	Y	NOM_la								
39	92	a asculta	NOM	ACC	TR	TR								
39	93	a auzi	NOM	ACC	TR	TR								
39	94	a fi amestecat	NOM	cu	Y	NOM_cu								
39	95	a se uita	NOM	la	Y	NOM_la								
39	96	a scoate	NOM	ACC	TR	TR								
39	97	a visa	NOM	ACC	TR	TR								
39	98	a fi de acord	NOM	cu	Y	NOM_cu								
39	99	a se certa	NOM	cu	Y	NOM_cu								
39	100	a costa	NOM	ACC	TR	TR								
39	101	a pușca	NOM	ACC	TR	TR								
39	102	a pune	NOM	ACC	TR	TR								
39	103	a pierde	NOM	ACC	TR	TR								
39	104	a se scufunda	NOM	in	Y	NOM_in								
39	105	a omorî	NOM	ACC	TR	TR								
39	106	a lovi	NOM	ACC	TR	TR								
39	107	a săruta	NOM	ACC	TR	TR								
39	108	a citi	NOM	ACC	TR	TR								
39	109	a mișca	NOM	ACC	TR	TR								
39	110	a respecta	NOM	ACC	TR	TR								
39	111	a fi scârbă	*	*	*									
39	112	a fi mulțumit	NOM	de	Y	NOM_de								
39	113	a se îndrăgosti	NOM	de	Y	NOM_de								
39	114	a avea încredere	NOM	in	Y	NOM_in								
39	115	a fi milă	DAT	de	XY	DAT_de								
39	116	a invidia	NOM	ACC	TR	TR								
39	117	a fi furios	NOM	pe	Y	NOM_pe								
39	118	a fi surprins	NOM	de	Y	NOM_de								
39	119	a plăcea	DAT	NOM	X	DAT_NOM								
39	120	a face bine	DAT	NOM	X	DAT_NOM								
39	121	a vrea	NOM	ACC	TR	TR								
39	122	a fi supărat	NOM	pe	Y	NOM_pe								
39	123	a simți jignit	*	*	*									
39	124	a întrista	NOM	ACC	TR	TR								
39	125	a mira	NOM	de	Y	NOM_de								
39	126	a desprețui	NOM	ACC	TR	TR								
39	127	a fi trist	NOM	din.cauza	Y	NOM_din.cauza								
39	128	a supără 	*	*	*									
39	129	a simpatiza	NOM	ACC	TR	TR								
39	130	a fi rușine	DAT	de	XY	DAT_de								
82	1	saejrede	*	*	*									
82	2	sovhten	*	*	*									
82	3	aerkie	NOM	ELA	Y	NOM_ELA								
82	4	seedtie	NOM	ACC	TR	TR								
82	5	jeenjh atna	NOM	ACC	TR	TR								
82	6	pliere-sne	NOM	GEN	Y	NOM_GEN								
82	7	jaahka	NOM	ACC	TR	TR								
82	8	veelt-i	NOM	ACC	TR	TR								
82	9	vuajna	NOM	ACC	TR	TR								
82	10	*	*	*	*									
82	11	gaavned-i	NOM	COM	Y	NOM_COM								
82	12	veedtj-i	NOM	GENsijse	Y	NOM_GENsijse								
82	13	vitn-i	NOM	GENbijjelen	Y	NOM_GENbijjelen								
82	14	veedtj-i	NOM	GENsistie	Y	NOM_GENsistie								
82	15	voejede	NOM	ACC	TR	TR								
82	16	vijdtj-i	NOM	ACC	TR	TR								
82	17	jeeht-i	NOM	ILL	Y	NOM_ILL								
82	18	steerie	NOM	ACC	TR	TR								
82	19	jaks-i	NOM	ACC	TR	TR								
82	20	buhtjie-ji	NOM	ACC	TR	TR								
82	21	jaksa	NOM	ACC	TR	TR								
82	22	båata	NOM	sontereGEN	Y	NOM_sontereGEN								
82	23	geampa-minie	NOM	COM	Y	NOM_COM								
82	24	voelpe	*	*	*									
82	25	ussjede	NOM	ILL	Y	NOM_ILL								
82	26	barra-ji	NOM	ACC	TR	TR								
82	27	biss-i	NOM	ACC	TR	TR								
82	28	vuertie-minie	NOM	ACC	TR	TR								
82	29	våajaldahte-me	NOM	ACC	TR	TR								
82	30	*	*	*	*									
82	31	tjåårve	NOM	ACC	TR	TR								
82	32	lier-i damtedh	NOM	ACC	TR	TR								
82	33	damta	NOM	ACC	TR	TR								
82	34	spealede	NOM	ACC	TR	TR								
82	35	avta	NOM	ACC	TR	TR								
82	36	daajhta	NOM	ACC	TR	TR								
82	37	nirrie	NOM	ACC	TR	TR								
82	38	atna	NOM	ACC	TR	TR								
82	39	hohtje-minie	NOM	ACC	TR	TR								
82	40	mööl-i	NOM	ACC	TR	TR								
82	41	gaaktj-i	NOM	ACC	TR	TR								
